,Rate,Ending_Date,Number_of_Wks,Spt/Week,Total_Spots,Total_Dollars,Length_in_Sec,AM,PM,10:00,10:30,11:00,11_AM,11_PM,11:30,11:35,12:00,12:05,12:30,12:35,1:00,1:05,1:30,1:35,2:00,3:00,3:30,4:00,4:30,4:59,5:00,5:30,6:00,6:30,7:00,7:30,7:58,8:00,8:30,9:00,9:30,Dark_Money,Liberal,Local,Renewable_Energy,Pro_Collective_Bargaining,Casino_Expansion,Anti_2nd_Detroit_Bridge,Homecare_in_State_Constitution,Romney_for_President,Govt_Emergency_Fund,McCormack_for_Supreme_Ct_D,Universal_Healthcare,Stabenow_for_Senate_D_I,In_Place,Percentage_of_Vote
505,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
506,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
507,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
508,2000.0,30.0,1.0,1.0,1.0,2000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
509,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
510,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
511,3000.0,30.0,1.0,1.0,1.0,3000.0,30.0,0,1,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
512,1250.0,30.0,1.0,1.0,1.0,1250.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
513,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,1,1,0,0,1,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
514,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
515,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
516,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
517,250.0,30.0,1.0,1.0,1.0,250.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
518,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
519,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
520,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
521,2000.0,30.0,1.0,1.0,1.0,2000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
522,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
523,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
524,3000.0,30.0,1.0,1.0,1.0,3000.0,30.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
525,750.0,30.0,1.0,1.0,1.0,750.0,30.0,0,1,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
526,1250.0,30.0,1.0,1.0,1.0,1250.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
527,750.0,30.0,1.0,1.0,1.0,750.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
528,750.0,30.0,1.0,1.0,1.0,750.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
529,750.0,30.0,1.0,1.0,1.0,750.0,30.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
530,150.0,30.0,1.0,1.0,1.0,150.0,30.0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
531,2500.0,30.0,1.0,1.0,1.0,2500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
532,2500.0,30.0,1.0,1.0,1.0,2500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
533,250.0,30.0,1.0,1.0,1.0,250.0,30.0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
534,1250.0,30.0,1.0,1.0,1.0,1250.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
535,750.0,30.0,1.0,1.0,1.0,750.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
536,3500.0,30.0,1.0,1.0,1.0,3500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
537,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,1,0,0,1,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
538,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
539,2000.0,30.0,1.0,1.0,1.0,2000.0,30.0,0,1,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
540,1250.0,30.0,1.0,1.0,1.0,1250.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
541,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,1,1,0,0,1,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
542,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
543,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
544,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
545,250.0,30.0,1.0,1.0,1.0,250.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
546,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
547,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
548,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
549,2000.0,30.0,1.0,1.0,1.0,2000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
550,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
551,3500.0,30.0,1.0,1.0,1.0,3500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
552,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
553,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
554,1800.0,30.0,1.0,1.0,1.0,1800.0,30.0,0,1,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
555,1250.0,30.0,1.0,1.0,1.0,1250.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
556,250.0,30.0,1.0,1.0,1.0,250.0,30.0,1,1,0,0,0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
557,600.0,30.0,1.0,1.0,1.0,600.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
558,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
559,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
560,250.0,30.0,1.0,1.0,1.0,250.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
561,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
562,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
563,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
564,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
565,2000.0,30.0,1.0,1.0,1.0,2000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
566,4000.0,30.0,1.0,1.0,1.0,4000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
567,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
568,3500.0,30.0,1.0,1.0,1.0,3500.0,30.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
569,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
570,1250.0,30.0,1.0,1.0,1.0,1250.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
571,250.0,30.0,1.0,1.0,1.0,250.0,30.0,1,1,0,0,0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
572,600.0,30.0,1.0,1.0,1.0,600.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
573,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
574,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
575,250.0,30.0,1.0,1.0,1.0,250.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
576,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
577,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
578,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
579,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
580,2000.0,30.0,1.0,1.0,1.0,2000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
581,2500.0,30.0,1.0,1.0,1.0,2500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
582,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
583,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
584,3000.0,30.0,1.0,1.0,1.0,3000.0,30.0,0,1,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
585,1250.0,30.0,1.0,1.0,1.0,1250.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
586,250.0,30.0,1.0,1.0,1.0,250.0,30.0,1,1,0,0,0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
587,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
588,600.0,30.0,1.0,1.0,1.0,600.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
589,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
590,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
591,250.0,30.0,1.0,1.0,1.0,250.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
592,250.0,30.0,1.0,1.0,1.0,250.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
593,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
594,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
595,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
596,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
597,2000.0,30.0,1.0,1.0,1.0,2000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
598,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
599,2000.0,30.0,1.0,1.0,1.0,2000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
600,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
601,450.0,30.0,1.0,1.0,1.0,450.0,30.0,1,0,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,-300,0,0,0,0,0,0,0,0,0,42.0
